miRNA	transcript	r	p.value	number_of_cell_line	m_min	m_median	m_max	m_mean	t_min	t_median	t_max	t_mean
hsa-mir-671	CHPF2	0.0258	0.676	266	1.251568	6.513523	71.8806	8.73740602405498	2.898395	23.919897	54.068532	24.1240717766323
hsa-mir-6715a	TECTB	0.272	0.0327	62	0	0	6.326117	0.20114906185567	0	0.009718	0.231959	0.0162662164948454
hsa-mir-6716	PHLDB1	0.069	0.293	234	0	0.399048	8.805646	0.595750835051546	2.529459	15.31051	53.658973	16.6312547731959
hsa-mir-6717	NDRG2	0.371	0.00619	53	0	0	1.460321	0.0616947663230241	2.19226	42.135495	146.445938	45.9612878831615
hsa-mir-6718	DLGAP1-AS3	0.243	0.197	30	0	0.518297	10.2752	0.806101257731959	0	0	0.551642	0.00540914776632302
hsa-mir-6719	DYRK1B	NA	NA	NA	0	0	0.175449	0.000602917525773196	0.086621	8.255591	33.868887	8.84253413745705
hsa-mir-6721	AGPAT1	-0.129	0.427	40	0	0	3.01895	0.0527867388316151	2.07084	42.192403	113.635291	43.0894166838488
hsa-mir-6722	AL355987.1	NA	NA	NA	0	0	0	0	0	0	0.50078	0.0243375773195876
hsa-mir-6722	LCN6	NA	NA	NA	0	0	0	0	0	0	0.934735	0.0398344226804124
hsa-mir-6724-1	FP671120.4	NA	NA	NA	0	0	0	0	0	0	8.623664	0.569238127147766
hsa-mir-6724-3	FP236383.3	NA	NA	NA	0	0	0	0	0	11.623591	48.635967	12.6236790068729
hsa-mir-6724-4	FP236383.3	NA	NA	NA	0	0	0	0	0	5.263685	24.425755	5.19360255326461
hsa-mir-6726	ACAP3	0.0687	0.532	85	0	0	10.26866	0.181589745704467	0.387057	9.1764	48.076589	10.0377340378007
hsa-mir-6727	INTS11	0.122	0.392	51	0	0	2.305497	0.0779104501718213	2.050685	44.289	92.797846	44.5235642439863
hsa-mir-6728	ENO1	0.322	0.000768	106	0	0	2.305404	0.165421546391753	67.637666	912.431091	2811.6814	978.33721147079
hsa-mir-6729	MIIP	-0.166	0.473	21	0	0	1.090995	0.0251859725085911	0.478496	21.008499	110.565394	21.9267375979381
hsa-mir-6730	DHRS3	0.137	0.169	102	0	0	5.870431	0.188787271477663	3.100117	39.11821	146.448564	41.5358812405498
hsa-mir-6731	RUNX3	-0.0973	0.37	87	0	0	1.562151	0.113319790378007	0.22714	3.30702	35.234617	4.69428940206186
hsa-mir-6732	ZC3H12A	0.285	0.15	27	0	0	1.039774	0.0363788144329897	0.603081	16.01581	134.04954	20.6712254123711
hsa-mir-6733	EBNA1BP2	0.13	0.0618	208	0	0.3017	2.047417	0.39312116838488	5.84856	72.18758	214.832774	74.9389602302406
hsa-mir-6734	ELOVL1	0.114	0.164	151	0	0.126406	4.402823	0.265587869415808	12.184543	100.512844	344.302875	101.832619618557
hsa-mir-6735	SZT2	0.0244	0.826	84	0	0	2.340336	0.118551378006873	0.682301	6.419498	17.399191	6.58060120962199
hsa-mir-6736	PIAS3	-0.0088	0.977	13	0	0	2.933902	0.0363620549828179	1.073429	7.023594	27.873154	8.04110046735395
hsa-mir-6737	AL358472.7	-0.165	0.179	68	0	0	1.466951	0.0914776357388316	0	0.26627	1.340375	0.302056305841924
hsa-mir-6737	SLC39A1	-0.245	0.0356	74	0	0	1.466951	0.0914776357388316	11.100692	70.486843	246.589729	73.2659753608247
hsa-mir-6738	ARHGEF2	-0.0528	0.825	20	0	0	3.119323	0.0476850790378007	4.309007	25.219068	112.897635	27.8633534845361
hsa-mir-6739	IPO9	0.104	0.538	37	0	0	0.781076	0.0382029587628866	1.607421	7.312155	16.704677	7.59636130927835
hsa-mir-6740	RNPEP	0.0701	0.632	49	0	0	1.55253	0.0634863092783505	6.610578	61.683157	131.251957	62.0466886735395
hsa-mir-6741	AL117348.2	0.119	0.779	8	0	0	2.920642	0.0793610206185567	0	0	0.16902	0.00996628865979382
hsa-mir-6741	PYCR2	-0.0152	0.918	48	0	0	2.920642	0.0793610206185567	2.610071	50.532999	104.035518	52.0263425532646
hsa-mir-6742	TRIM11	0.198	0.202	43	0	0	0.935736	0.0437420721649485	2.650986	17.363004	50.722366	17.9150358281787
hsa-mir-6743	RIC8A	-0.073	0.672	36	0	0	1.467608	0.0553900481099656	3.842952	41.309045	95.171052	40.8526609347079
hsa-mir-6744	MUC5B	0.372	0.00068	80	0	0	4.795516	0.220707512027491	0	8.401902	577.04018	32.2261985670103
hsa-mir-6745	PACSIN3	NA	NA	NA	0	0	0.819564	0.0033907147766323	0.282687	9.901068	69.15526	12.7345858659794
hsa-mir-6746	FADS3	-0.284	0.104	34	0	0	3.01895	0.0476903264604811	1.249069	8.001738	112.897926	9.71132889003436
hsa-mir-6747	AP002990.1	-0.198	0.0388	109	0	0	3.01895	0.153443577319588	0	2.666223	8.893519	2.76011089690722
hsa-mir-6747	EEF1G	-0.0429	0.66	108	0	0	3.01895	0.153443577319588	119.120994	2194.150843	5155.905896	2180.70057457388
hsa-mir-6748	TMEM179B	-0.145	0.2	80	0	0	3.122057	0.119408498281787	5.726263	59.939773	135.408982	60.7922533780069
hsa-mir-6749	ATG2A	-0.123	0.416	46	0	0	3.37547	0.0885837250859107	0.54269	11.982531	33.704995	12.0772683367698
hsa-mir-675	H19	0.577	6.34e-26	276	0	6.569847	790.9263	29.7116842680412	0.156898	20.948808	3360.698623	127.544048429553
hsa-mir-6750	ATG2A	-0.136	0.266	69	0	0	4.402823	0.10561795532646	0.54269	11.982531	33.704995	12.0772683367698
hsa-mir-6751	SYVN1	0.108	0.466	48	0	0	1.509475	0.0732965635738832	1.542333	34.221803	106.095891	33.4609744673539
hsa-mir-6752	AIP	-0.711	0.497	3	0	0	0.197195	0.00239045704467354	1.340735	51.091136	264.705381	53.2972985292096
hsa-mir-6753	TCIRG1	-0.0678	0.737	27	0	0	1.509475	0.0326533711340206	3.349225	36.959142	141.182498	39.8578211580756
hsa-mir-6754	NADSYN1	0.273	0.0456	54	0	0	1.509475	0.065663824742268	0.735349	24.810474	58.175836	25.3024821786942
hsa-mir-6755	EED	0.17	0.00778	243	0	0.72673	3.279495	0.797196546391753	1.693127	14.145267	43.467206	14.5602828728522
hsa-mir-6756	MCAM	-0.366	0.103	21	0	0	2.933902	0.0495282542955326	2.591725	21.736002	257.075012	27.9885153608247
hsa-mir-6757	TNS2	-0.451	0.0141	29	0	0	0.545497	0.0275790103092784	0.642891	6.610989	44.371826	7.83710178350515
hsa-mir-6758	MARS1	-0.177	0.251	44	0	0	0.805652	0.0437421890034364	6.821063	48.187138	100.157965	48.6189936357388
hsa-mir-6759	CDK4	NA	NA	NA	0	0	0.390248	0.00263581443298969	11.303096	114.224262	12690.444039	160.102105113402
hsa-mir-676	EDA	0.661	2.49e-25	191	0	0.292998	12.78309	0.821983621993127	0.004492	0.529747	24.630616	1.54959527491409
hsa-mir-6760	CUX2	NA	NA	NA	0	0	0.740874	0.0025459587628866	0	0.006096	3.98801	0.0335839518900344
hsa-mir-6761	ALDH2	0.302	6.95e-07	260	0	1.256844	9.215048	1.68071405154639	6.482678	220.951767	554.42364	224.972832292096
hsa-mir-6762	TPCN1	0.149	0.276	55	0	0	2.079549	0.0875894467353952	2.207415	17.50052	37.390542	17.953090814433
hsa-mir-6763	FBRSL1	-0.196	0.0614	92	0	0	1.467608	0.132802625429553	0.655457	18.447729	45.145914	18.4203205154639
hsa-mir-6764	YY1	-0.12	0.197	117	0	0	1.869073	0.161076756013746	13.507846	40.564273	103.069912	42.2501905773196
hsa-mir-6765	JAG2	NA	NA	NA	0	0	0.189088	0.00106970103092784	0.204242	4.578802	23.122908	5.44272178694158
hsa-mir-6766	POLG	-0.0392	0.779	54	0	0	2.935215	0.0740579553264605	2.11238	17.397622	55.665366	18.0856074982818
hsa-mir-6767	CCNF	0.0538	0.732	43	0	0	0.720021	0.0415736975945017	1.218094	8.303892	23.354877	8.99816484536082
hsa-mir-6768	TEDC2	-0.0494	0.951	4	0	0	0.527162	0.00459568384879725	0	5.002159	24.792855	5.64705589347079
hsa-mir-6769a	MGRN1	-0.332	0.0117	57	0	0	6.91649	0.0969439243986254	2.585584	29.147928	62.327579	29.3618609415808
hsa-mir-6769b	IKBKE	0.32	0.057	36	0	0	4.528425	0.0735723986254296	0.780806	11.296769	29.545893	11.3603718831615
hsa-mir-6770-1	NPIPA1	-0.177	0.823	4	0	0	0.283268	0.00369430927835052	0.233997	8.315965	23.536609	8.66256549484536
hsa-mir-6770-2	AC138969.1	-0.25	0.633	6	0	0	0.339062	0.0049180618556701	0	6.727955	22.483629	7.26172986941581
hsa-mir-6771	ADCY7	0.0165	0.964	10	0	0	1.618562	0.0184350103092784	0.222292	2.702442	16.333546	3.66715381786942
hsa-mir-6772	KIFC3	-0.291	0.0613	42	0	0	1.467608	0.0495439003436426	0.644694	6.082133	44.666167	8.30153919243986
hsa-mir-6773	ESRP2	0.25	0.0484	63	0	0	0.877247	0.0680844604810997	0.052488	21.662562	69.335186	22.229721628866
hsa-mir-6774	IRF8	0.252	0.0747	51	0	0	5.926988	0.0912680034364261	0.614831	20.944166	677.189507	25.7431553298969
hsa-mir-6775	SLC7A5	0.0271	0.885	31	0	0	0.637623	0.0268522233676976	2.683087	47.722179	216.858436	55.9231193505155
hsa-mir-6776	CLUH	0.298	0.0823	35	0	0	2.305497	0.053291381443299	1.22504	36.834051	97.606079	39.098281838488
hsa-mir-6777	SREBF1	0.19	0.0302	130	0	0	4.400853	0.249839821305842	1.77715	30.693459	146.037734	34.1104205257732
hsa-mir-6778	SHMT1	0.00705	0.986	9	0	0	1.125157	0.0094453470790378	2.333418	17.237213	49.86097	18.6337496219931
hsa-mir-6779	LASP1	0.157	0.196	70	0	0	1.869073	0.110360625429553	8.937812	123.159732	408.838595	124.461241938144
hsa-mir-6780a	EZH1	-0.236	0.332	19	0	0	0.740874	0.0174710824742268	1.489069	7.041867	20.682689	7.55074272508591
hsa-mir-6780b	ABCC10	0.104	0.552	35	0	0	1.467608	0.0387383058419244	0.703682	7.627557	21.162998	7.99035804123711
hsa-mir-6781	BECN1	0.00344	0.97	120	0	0	2.268824	0.188942945017182	6.172045	55.356629	141.725688	55.700696185567
hsa-mir-6782	UBTF	-0.0267	0.895	27	0	0	2.427842	0.0443198041237113	5.732002	40.77942	83.800152	40.7696810687285
hsa-mir-6783	KIF18B	0.0668	0.335	210	0	0.324546	4.159098	0.501017158075601	0.437917	5.879217	16.387878	6.37955583161512
hsa-mir-6784	PLCD3	0.28	0.0653	44	0	0	2.250314	0.0659525051546392	0.959815	42.915368	225.436535	51.5633147491409
hsa-mir-6785	TMEM94	-0.295	0.113	30	0	0	2.079549	0.0534901615120275	1.357704	28.779383	73.669997	29.2330807250859
hsa-mir-6786	HGS	-0.156	0.377	34	0	0	1.460321	0.0449825532646048	2.474909	39.198809	80.129222	40.3339294810997
hsa-mir-6787	SLC16A3	0.117	0.468	41	0	0	1.467608	0.0595448900343643	3.053987	79.806019	385.323666	92.0330397972509
hsa-mir-6788	PIEZO2	-0.381	0.00579	51	0	0	3.458245	0.0987120549828179	0.006021	0.264285	8.370087	0.453230986254296
hsa-mir-6789	PLEKHJ1	0.0851	0.661	29	0	0	1.466951	0.0354695773195876	4.138255	107.457353	209.532564	104.333179182131
hsa-mir-6790	GTF2F1	0.748	0.0875	6	0	0	1.466951	0.0157373333333333	4.528801	50.942943	118.850209	50.347459766323
hsa-mir-6791	GPR108	-0.225	0.369	18	0	0	1.509475	0.0222380618556701	2.400388	29.464528	82.011055	30.1398197697595
hsa-mir-6792	CAMSAP3	-0.619	0.0318	12	0	0	0.935736	0.0129840859106529	0.025416	18.566603	48.032253	18.8887583264605
hsa-mir-6793	DNM2	0.109	0.146	179	0	0.246978	9.05685	0.467597666666667	12.905652	89.371706	248.920283	95.3629253127148
hsa-mir-6794	MAST1	-0.583	0.604	3	0	0	0.3017	0.00237071134020619	0	0.178336	8.015159	0.301369907216495
hsa-mir-6795	NOTCH3	-0.642	0.00301	19	0	0	2.379457	0.0289332989690722	0.381344	8.873066	96.349288	11.6827813745704
hsa-mir-6796	PLD3	-0.118	0.567	26	0	0	6.0379	0.0479790240549828	3.599697	83.857797	605.852404	93.8489693848797
hsa-mir-6797	RPS19	0.078	0.395	121	0	0	5.870431	0.211573443298969	58.763488	2831.40205	11653.522545	2969.09936338832
hsa-mir-6798	RUVBL2	0.159	0.0367	172	0	0.236875	7.334755	0.400956391752577	2.593066	97.135033	239.558129	98.7615317560138
hsa-mir-6799	AP2A1	0.0725	0.648	42	0	0	1.466951	0.0485829793814433	3.217917	38.969415	81.036887	39.0391822130584
hsa-mir-6800	MED25	-0.337	0.055	33	0	0	1.509475	0.0434624261168385	1.004445	32.706547	61.457377	32.7544386804124
hsa-mir-6801	PPP2R1A	0.263	0.177	28	0	0	4.400853	0.0486352989690722	20.744546	156.461481	338.118392	158.640126793814
hsa-mir-6802	PPP6R1	0.0037	0.962	165	0	0.191148	7.338038	0.381701817869416	1.626233	37.915218	108.028371	38.9780542886598
hsa-mir-6803	PPP6R1	-0.0241	0.762	160	0	0.2061	10.39775	0.41381918556701	1.626233	37.915218	108.028371	38.9780542886598
hsa-mir-6804	PPP6R1	0.0661	0.681	41	0	0	0.935736	0.0419950309278351	4.126851	38.912212	109.779833	40.1465060859107
hsa-mir-6805	RPL28	0.0186	0.868	82	0	0	2.250314	0.103067567010309	126.327365	2377.53681	7782.534696	2441.1457528866
hsa-mir-6806	ZSCAN22	0.0654	0.299	254	0	0.763964	5.867804	0.862347759450172	0.303613	1.14447	2.318218	1.14691741924399
hsa-mir-6807	TRIM28	-0.213	0.0862	66	0	0	1.509475	0.0812171237113402	6.092346	219.800213	534.790731	221.589804426117
hsa-mir-6808	DVL1	0.327	1.11e-05	173	0	0.232866	7.876098	0.469101357388316	0.976037	28.808001	86.094778	30.7983494639175
hsa-mir-6809	TNS1	-0.599	0.0142	16	0	0	0.325065	0.00948314432989691	0.26681	6.990501	188.122972	13.4712829484536
hsa-mir-6810	PNKD	0.0252	0.797	106	0	0	7.338038	0.225718529209622	0.62675	27.278476	91.118845	30.0560248694158
hsa-mir-6811	MLPH	0.309	0.228	17	0	0	0.448937	0.0139094054982818	0	14.880934	176.588274	27.0268241237113
hsa-mir-6812	PIGT	-0.179	0.157	64	0	0	4.400853	0.125297326460481	8.996008	135.789572	427.948313	144.018717446735
hsa-mir-6813	RGS19	-0.314	0.0265	50	0	0	2.933902	0.0695588178694158	0.79349	6.041313	148.460489	7.98775710652921
hsa-mir-6814	RIPK4	0.158	0.33	40	0	0	1.460321	0.059598676975945	0	6.760911	33.953181	7.0424068419244
hsa-mir-6815	COL18A1	-0.151	0.0861	130	0	0	3.025098	0.201931721649485	0.861733	22.8963	258.501352	30.6798919793814
hsa-mir-6816	TRMT2A	-0.41	0.211	11	0	0	2.935215	0.0275357250859107	0.781671	14.869385	36.418306	15.3319164226804
hsa-mir-6818	MTMR3	-0.211	0.0972	63	0	0	2.933902	0.0922298144329897	1.264361	7.708412	18.529909	7.91574113402062
hsa-mir-6819	MYH9	-0.177	0.483	18	0	0	0.924006	0.0173937079037801	13.521057	213.589911	619.294431	216.863165271478
hsa-mir-6820	POLR2F	0.153	0.0437	174	0	0.206739	5.867804	0.388367728522337	0.72315	94.37146	261.553547	97.5723443161512
hsa-mir-6821	PIM3	0.0949	0.442	68	0	0	6.750941	0.136722855670103	4.035484	48.320253	154.367507	52.597210395189
hsa-mir-6822	TTC21A	-0.345	0.161	18	0	0	2.079549	0.0277588419243986	0	0.912631	4.655379	0.993273426116838
hsa-mir-6823	PFKFB4	-0.0701	0.804	15	0	0	1.125157	0.0158409828178694	0.617511	4.009025	31.732526	5.38518984879725
hsa-mir-6824	SLC26A6	-0.0595	0.575	91	0	0	2.920642	0.120404099656357	2.309644	23.012131	62.676569	23.5240407766323
hsa-mir-6825	TPRA1	-0.0148	0.929	39	0	0	2.305497	0.0470016048109966	1.450283	23.904495	54.286155	23.8627052680412
hsa-mir-6826	COPG1	-0.112	0.533	33	0	0	2.305497	0.0555305154639175	17.364016	134.42279	313.865442	136.467421762887
hsa-mir-6827	AMOTL2	-0.264	0.145	32	0	0	1.467608	0.034466587628866	0.424221	10.034682	29.398826	10.9722404226804
hsa-mir-6828	AC026316.4	NA	NA	NA	0	0	0.167819	0.000943941580756014	0	0	0.311871	0.0109565085910653
hsa-mir-6828	CLDN11	NA	NA	NA	0	0	0.167819	0.000943941580756014	0	0.408497	81.962582	1.36021714089347
hsa-mir-6829	TNK2	0.809	0.0275	7	0	0	0.628792	0.00650119587628866	0.450254	6.913162	21.215338	7.48538927491409
hsa-mir-6830	P4HA2	-0.722	0.0185	10	0	0	0.628792	0.00933848797250859	2.12571	32.24161	138.814907	35.5338887560137
hsa-mir-6831	AC116353.5	NA	NA	NA	0	0	0.292998	0.00398803436426117	0	0	0.327762	0.0115925738831615
hsa-mir-6831	APBB3	0.953	0.0471	4	0	0	0.292998	0.00398803436426117	0.950145	3.73106	15.245864	4.1223589862543
hsa-mir-6832	PRRC2A	-0.164	0.325	38	0	0	3.01895	0.0641128934707904	5.079179	52.489681	135.771597	52.8724400171821
hsa-mir-6833	RNF5	0.111	0.234	116	0	0	5.867804	0.20320052233677	7.875996	65.18174	151.175716	66.8625108969072
hsa-mir-6834	PFDN6	0.143	0.268	62	0	0	0.825186	0.070087824742268	4.306576	108.03805	281.095754	106.820346494845
hsa-mir-6835	HMGA1	0.459	0.134	12	0	0	1.170168	0.0169253745704467	9.108742	318.188142	1010.298455	338.692791786942
hsa-mir-6836	SNX8	0.149	0.425	31	0	0	2.079549	0.0458547388316151	0.602217	17.247037	107.813928	18.204644209622
hsa-mir-6837	DBNL	0.0491	0.441	249	0	0.873016	6.244114	1.01532795876289	7.461552	74.854099	191.059724	76.7945441408935
hsa-mir-6838	POLM	-0.155	0.346	39	0	0	0.740874	0.0321793161512028	1.051099	9.993419	51.82914	11.4979730927835
hsa-mir-6839	ZNF107	-0.174	0.269	42	0	0	0.807874	0.0432723161512027	0.115059	2.513713	6.712191	2.60572575601375
hsa-mir-6840	PILRB	-0.266	0.181	27	0	0	2.379457	0.0331286391752577	0.98102	12.373191	68.148396	15.7861498213058
hsa-mir-6840	STAG3L5P-PVRIG2P-PILRB	-0.309	0.116	27	0	0	2.379457	0.0331286391752577	0.115393	8.299654	31.468889	9.02359735051546
hsa-mir-6841	NEFL	NA	NA	NA	0	0	0	0	0	0.043395	20.738493	0.365678694158076
hsa-mir-6842	PTK2B	0.345	3.64e-09	277	0	2.758639	42.22979	3.96509483848797	2.062002	14.481168	58.575094	16.6693944845361
hsa-mir-6843	CLU	-0.335	0.0875	27	0	0	0.756275	0.0198300068728522	0.629746	30.375572	609.731803	61.167224790378
hsa-mir-6844	TATDN1	-0.00924	0.939	71	0	0	4.830123	0.105247886597938	2.889436	32.913501	110.010298	35.225123790378
hsa-mir-6845	NRBP2	-0.331	0.132	22	0	0	2.081371	0.0326686254295533	0.412008	6.545795	46.347485	8.04320824742268
hsa-mir-6846	OPLAH	0.212	0.357	21	0	0	0.846905	0.0192806804123711	0.07286	9.787771	41.316891	10.761055604811
hsa-mir-6847	EXOSC4	0.13	0.426	40	0	0	1.466951	0.0462130962199313	1.661841	47.648747	167.333558	51.3263919690722
hsa-mir-6848	DGAT1	-0.285	0.251	18	0	0	1.55253	0.0286413298969072	4.382585	77.102462	652.300959	85.9386417285223
hsa-mir-6849	CPSF1	-0.23	0.358	18	0	0	0.570065	0.0160610962199313	1.568927	29.040406	95.847065	31.7811407869416
hsa-mir-6850	RPL8	0.0299	0.83	54	0	0	1.995238	0.0732044776632302	101.808118	4345.425428	19169.722042	4586.08315123024
hsa-mir-6851	NOL6	-0.0734	0.531	75	0	0	6.0379	0.109255010309278	2.034749	14.838265	45.600756	15.3792982199313
hsa-mir-6852	TLN1	-0.132	0.0664	193	0	0.232866	5.867804	0.363877817869416	5.016617	38.611894	195.18521	41.8736322920962
hsa-mir-6853	CREB3	-0.0815	0.578	49	0	0	3.458245	0.0849010687285223	3.400921	35.834596	105.945565	37.1497726563574
hsa-mir-6854	TBC1D2	0.307	1.03e-06	244	0	0.703016	4.849934	0.905811965635739	0.677648	9.879429	57.511981	11.7417001752577
hsa-mir-6855	USP20	-0.043	0.691	88	0	0	1.562151	0.12079787628866	0.779344	6.395817	15.333524	6.57402219587629
hsa-mir-6856	FUBP3	0.301	0.0946	32	0	0	0.626751	0.0289423986254296	4.090305	23.451436	46.018981	23.6613193333333
hsa-mir-6857	SMC1A	0.000886	0.997	16	0	0	0.665079	0.017685735395189	5.422067	22.135853	89.63638	25.3349919003436
hsa-mir-6858	FAM50A	-0.0891	0.499	60	0	0	1.481747	0.0754507422680412	3.235099	57.963319	225.494554	60.5102079656357
hsa-mir-6860	SYT12	0.614	0.386	4	0	0	0.36001	0.00515580412371134	0	0.122598	9.141789	0.326071676975945
hsa-mir-6861	HECTD4	0.144	0.856	4	0	0	0.260867	0.00232950171821306	0.885242	5.725797	13.586631	5.760878
hsa-mir-6862-1	EIF3CL	0.669	0.0488	9	0	0	1.152748	0.0111173367697595	1.139098	68.766474	223.037186	74.1599368350516
hsa-mir-6862-2	AC009093.11	NA	NA	NA	0	0	1.152748	0.0163281649484536	0	0	57.634279	0.321518673539519
hsa-mir-6862-2	EIF3C	0.182	0.533	14	0	0	1.152748	0.0163281649484536	7.563101	185.220809	501.066648	189.827587941581
hsa-mir-6863	SLC12A3	NA	NA	NA	0	0	1.481747	0.00509191408934708	0	0.01271	7.030864	0.0463740618556701
hsa-mir-6864	CAMTA2	-0.486	0.677	3	0	0	0.260867	0.00212880756013746	0.458703	10.51682	28.510298	11.097472628866
hsa-mir-6865	CAMTA2	-0.11	0.721	13	0	0	1.039774	0.0169577491408935	0.458703	10.51682	28.510298	11.097472628866
hsa-mir-6866	CASC3	0.547	0.053	13	0	0	0.682472	0.0119428213058419	1.934744	27.638774	163.721922	29.8018920343643
hsa-mir-6867	RAPGEFL1	-0.23	0.258	26	0	0	0.684748	0.0288397869415808	0.834346	25.646444	564.039475	30.4696813505155
hsa-mir-6868	EXOC7	0.0325	0.731	114	0	0	1.327635	0.162371618556701	2.625892	27.142919	60.761174	26.8288095945017
hsa-mir-6869	AL136531.2	-0.336	0.136	21	0	0	1.189728	0.0260631993127148	0	0.397139	11.371549	0.72607904467354
hsa-mir-6869	FKBP1A	0.0369	0.874	21	0	0	1.189728	0.0260631993127148	5.584657	155.410905	419.601918	167.041449024055
hsa-mir-6870	JAG1	0.114	0.452	46	0	0	1.509475	0.0559787525773196	0.649216	18.85917	109.672782	21.2484755670103
hsa-mir-6871	PLCG1	-0.238	0.0563	65	0	0	3.01895	0.0996265017182131	3.290817	19.127278	86.328713	21.5058850652921
hsa-mir-6872	SEMA3B	-0.346	0.361	9	0	0	0.282946	0.0074263058419244	0.288838	15.125563	167.130454	19.5668710515464
hsa-mir-6873	WDR46	0.141	0.502	25	0	0	0.425821	0.0177782542955326	1.40832	34.411941	77.067184	34.3616502233677
hsa-mir-6874	RNF216	-0.0864	0.287	154	0	0.143789	2.576066	0.216710766323024	3.228652	11.686875	25.132837	12.2330461683849
hsa-mir-6875	TRIP6	0.167	0.0489	140	0	0.097405	2.920642	0.235958443298969	1.377608	45.384013	189.16183	50.510767580756
hsa-mir-6876	DOCK5	0.303	0.339	12	0	0	0.626751	0.00906616838487972	0.098558	3.772553	28.509922	4.59423324742268
hsa-mir-6877	GTF3C5	0.264	0.000556	168	0	0.207306	4.610994	0.320575367697594	3.810048	36.711385	113.55839	38.1480622199313
hsa-mir-6878	TARS2	-0.0976	0.74	14	0	0	0.807874	0.0135599656357388	0.927226	18.248942	50.36756	18.5594753230241
hsa-mir-6879	ARL2	-0.167	0.107	94	0	0	5.625784	0.175295865979381	3.755091	89.719263	220.025227	91.3091135498282
hsa-mir-6879	ARL2-SNX15	-0.0624	0.847	12	0	0	5.625784	0.175295865979381	0	0	3.626927	0.029044852233677
hsa-mir-6880	NCOR2	0.228	0.364	18	0	0	2.305497	0.0311362542955326	0.772113	27.679083	74.069722	28.4445910687285
hsa-mir-6881	SEMA7A	-0.225	0.46	13	0	0	1.481747	0.0133758591065292	0.232271	3.42564	83.119305	5.45744646735395
hsa-mir-6882	ULK3	0.0332	0.766	83	0	0	2.935215	0.105161213058419	1.569633	16.503897	50.948108	16.8809231134021
hsa-mir-6883	PER1	-0.00671	0.975	25	0	0	1.170168	0.0207474776632302	0.360993	5.116913	51.346942	7.048691395189
hsa-mir-6884	MED24	0.0784	0.552	60	0	0	2.222621	0.0822627560137457	2.599537	31.950432	419.201027	34.4945414914089
hsa-mir-6885	AC011491.2	0.0488	0.809	27	0	0	2.081371	0.109792030927835	0	0	0.638285	0.0470169828178694
hsa-mir-6885	GTF2F1	0.0241	0.836	76	0	0	2.081371	0.109792030927835	5.013699	53.221886	128.827236	52.5409233436426
hsa-mir-6886	LDLR	-0.131	0.403	43	0	0	1.897835	0.0631706872852234	0.438196	29.421503	118.108181	34.8639180378007
hsa-mir-6887	AC020907.6	-0.446	0.376	6	0	0	10.26866	0.22002858419244	0	0	0.179547	0.00515013745704467
hsa-mir-6887	FXYD3	0.356	0.00049	92	0	0	10.26866	0.22002858419244	0	761.787182	4813.004534	924.771251017182
hsa-mir-6888	TANC1	-0.0189	0.879	67	0	0	1.093165	0.0704440515463918	0.076536	4.514343	16.262093	4.83203395876289
hsa-mir-6889	RANGAP1	-0.0144	0.952	20	0	0	1.467608	0.0264554570446735	2.576116	45.662827	96.4438	46.1421966632302
hsa-mir-6890	QARS1	-0.496	0.144	10	0	0	0.525226	0.0116467560137457	13.897341	148.110733	293.180614	146.867562553265
hsa-mir-6891	HLA-B	0.149	0.129	105	0	0	7.334755	0.245052450171821	69.703069	1543.363041	7118.000381	1660.91612871134
hsa-mir-6892	ZYX	0.118	0.0613	252	0	1.691297	30.80597	2.26983867010309	4.028512	120.348295	366.280686	126.572659109966
hsa-mir-6893	TONSL	0.866	0.334	3	0	0	0.423373	0.004535	0.270053	7.640172	34.831921	9.10632048797251
hsa-mir-6894	KDM5C	-0.0633	0.523	104	0	0	3.01895	0.154752635738832	3.93108	31.366918	140.249835	33.1982968934708
hsa-mir-6895	KDM5C	-0.339	0.00803	60	0	0	3.37547	0.110058020618557	3.643156	29.35462	126.650964	31.1493908865979
hsa-mir-7-1	HNRNPK	0.228	0.000172	268	1.467608	42.86544	295.8656	51.3711162886598	49.814687	318.872261	526.500471	314.614062841924
hsa-mir-7-3	MIR7-3HG	0.134	0.199	93	0	3.494049	34.15623	4.93743234364261	0	0	26.288934	0.189490635738832
hsa-mir-708	TENM4	0.512	5.25e-20	278	0	47.48397	391.5712	56.6192443539519	0.00964	0.277449	3.163556	0.493482907216495
hsa-mir-7106	DDX54	0.116	0.766	9	0	0	0.36001	0.00770643298969072	0.303109	44.243871	131.620898	44.5177459415808
hsa-mir-7107	KDM2B	NA	NA	NA	0	0	0.497162	0.00191583848797251	1.933607	9.530633	20.336789	9.82114749484536
hsa-mir-7108	LMNB2	-0.334	0.783	3	0	0	0.36001	0.00291220618556701	3.772962	44.867249	155.129654	47.2662982817869
hsa-mir-7109	PISD	0.055	0.761	33	0	0	1.460321	0.0374247285223368	2.936725	17.735424	40.831698	18.2000589553265
hsa-mir-711	COL7A1	NA	NA	NA	0	0	0.235895	0.000810635738831615	0.217003	3.206045	92.701395	5.67173330584192
hsa-mir-7110	PDIA5	0.0285	0.783	96	0	0	4.400853	0.153937948453608	3.54735	25.47003	81.263797	27.2704539140893
hsa-mir-7111	RPL10A	-0.0109	0.948	38	0	0	0.736909	0.0414561615120275	231.537139	1647.589578	3437.144057	1702.88993754639
